Object Number,Is Highlight,Is Timeline Work,Is Public Domain,Object ID,Gallery Number,Department,AccessionYear,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Constituent ID,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Artist Gender,Artist ULAN URL,Artist Wikidata URL,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Object Wikidata URL,Metadata Date,Repository,Tags,Tags AAT URL,Tags Wikidata URL
37.98.2,False,False,False,268481,,Photographs,1937,Album,"[Album of 153 Calotype Portraits, 1843-1847]",,,,,,1619925548417354,Artist|Artist|Photography Studio, | | ,David Octavius Hill|Robert  Adamson|Hill and Adamson,"British, Perth, Scotland 1802–1870 Edinburgh, Scotland|British, St. Andrews, Scotland 1821–1848 St. Andrews, Scotland|British, active 1843–1848", | | ,"Hill, David Octavius|Adamson, Robert|Hill and Adamson","British, Scottish|British, Scottish|British, Scottish",1802      |1821      |1843      ,1870      |1848      |1848      ,||,http://vocab.getty.edu/page/ulan/500019476|http://vocab.getty.edu/page/ulan/500010587|http://vocab.getty.edu/page/ulan/500041217,https://www.wikidata.org/wiki/Q722792|https://www.wikidata.org/wiki/Q509636|https://www.wikidata.org/wiki/Q3678920,1843–47,1843,1847,Salted paper prints,,"Harris Brisbane Dick Fund, 1937",,,,,,,,,,,,Albums,,http://www.metmuseum.org/art/collection/search/268481,,,"Metropolitan Museum of Art, New York, NY",,,
25.2.9,False,True,True,360017,,Drawings and Prints,1925,Print,"Zeus as an eagle, abducting Ganymede",,,,,,9068,Artist, ,Giovanni Battista Palumba,"Italian, active ca. 1500–1520", ,"Palumba, Giovanni Battista",Italian,1495      ,1520      ,,http://vocab.getty.edu/page/ulan/500026978,https://www.wikidata.org/wiki/Q28335765,1500–1510,1500,1510,Woodcut (appears to be a later impression),Sheet: 14 3/16 × 9 13/16 in. (36 × 25 cm),"Harris Brisbane Dick Fund, 1925",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/360017,,,"Metropolitan Museum of Art, New York, NY",Horses|Eagles|Male Nudes|Zeus|Aeneid,http://vocab.getty.edu/page/aat/300250148|http://vocab.getty.edu/page/aat/300250049|http://vocab.getty.edu/page/aat/300189568|http://vocab.getty.edu/page/ia/901000671|http://vocab.getty.edu/page/ia/901002135,https://www.wikidata.org/wiki/Q726|https://www.wikidata.org/wiki/Q2092297|https://www.wikidata.org/wiki/Q40446|https://www.wikidata.org/wiki/Q34201|https://www.wikidata.org/wiki/Q60220
18.35.48,False,False,False,693852,,Drawings and Prints,1918,Print,L'Opéra au XIXme siècle,,,,,L'Opéra au XIXme siècle,789447894416283,Printer|Publisher|Artist, | | ,Aubert et Cie|Aubert et Cie|Edouard de Beaumont," | |French, Lannion 1821–1888 Paris", | | ,"Aubert et Cie|Aubert et Cie|Beaumont, Edouard de",French|French|French,1829      |1829      |1821      ,1929      |1929      |1888      ,||,||http://vocab.getty.edu/page/ulan/500011622,||https://www.wikidata.org/wiki/Q2958342,1845–46,1845,1846,Lithograph,"Sheet: 8 7/16 × 10 9/16 in. (21.4 × 26.8 cm)
Image: 8 1/16 × 7 3/16 in. (20.4 × 18.2 cm)","Gift of Mrs. Schuyler Van Rensselaer, 1918",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/693852,,,"Metropolitan Museum of Art, New York, NY",Men|Women,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q467
63.350.220.245.1339,False,False,True,655579,,Drawings and Prints,1963,Photograph,"Decima Moore, from the Actresses series (N245) issued by Kinney Brothers to promote Sweet Caporal Cigarettes",,,,,,17537,Publisher,Issued by,Kinney Brothers Tobacco Company, , ,Kinney Brothers Tobacco Company,American,1869      ,2011      ,,,,1890,1890,1890,Albumen photograph,Sheet: 2 1/2 × 1 7/16 in. (6.4 × 3.7 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",,,,,,,,,,,,Photographs|Ephemera,,http://www.metmuseum.org/art/collection/search/655579,,,"Metropolitan Museum of Art, New York, NY",Portraits|Women|Actresses,http://vocab.getty.edu/page/aat/300015637|http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300025658,https://www.wikidata.org/wiki/Q134307|https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q21169216
62.600.207,False,False,False,626251,,Drawings and Prints,1962,Print,"The Meeting of Abraham and Melchizedek, from The Story of Abraham, plate 2",,,,,The Story of Abraham,1619827867,Artist|Artist,After| ,Maarten van Heemskerck|Dirck Volckertsz Coornhert,"Netherlandish, Heemskerck 1498–1574 Haarlem|Netherlandish, Amsterdam 1519/22–1590 Gouda", | ,"Heemskerck, Maarten van|Coornhert, Dirck Volckertsz",Netherlandish|Netherlandish,1498      |1519      ,1574      |1590      ,|,http://vocab.getty.edu/page/ulan/500124291|http://vocab.getty.edu/page/ulan/500030183,https://www.wikidata.org/wiki/Q538350|https://www.wikidata.org/wiki/Q765465,1549,1549,1549,Engraving,Sheet: 9 11/16 × 7 5/8 in. (24.6 × 19.4 cm),"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1962",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/626251,,,"Metropolitan Museum of Art, New York, NY",,,
67.580.4.1,False,False,False,288738,,Photographs,1967,Carte-de-visite,[Emperor Napoleon III],,,,,,6027416490,Artist|Person in Photograph, | ,Georges Spingler|Charles-Louis-Napoleon Bonaparte,"French, active 1860–80|French, Paris 1808–1873 Chislehurst, Kent", | ,"Spingler, Georges|Bonaparte, Charles-Louis-Napoleon",French|French,1860      |1808      ,1880      |1873      ,|,|,|,ca. 1860–65,1860,1865,Albumen silver print,Image: 9.5 x 6 cm (3 3/4 x 2 3/8 in.),"Gift of A. Hyatt Mayor, 1967",,,,,,,,,,,,Photographs,,http://www.metmuseum.org/art/collection/search/288738,,,"Metropolitan Museum of Art, New York, NY",,,
28.99.431,False,False,True,695392,,Medieval Art,1928,Fragment,Fragment,European or Middle Eastern,,,,,,,,,,,,,,,,,,ca. 1150–ca. 1250,1125,1275,"Glass, ceramic",L. 1 3/8 in. (3.5 cm),"Gift of Clarence H. Mackay, Archer M. Huntington, Stephen H. P. Pell and Bashford Dean, 1928",,,,,,,,,,,,Glass-Vessels,,http://www.metmuseum.org/art/collection/search/695392,,,"Metropolitan Museum of Art, New York, NY",,,
35.64.7,False,False,False,351650,,Drawings and Prints,1935,Book,"Histoire Pitoyable Du Prince Erastus, fils de Diocletien Empereur de Romme",,,,,,8289,Publisher,Published by,Nicolas Bonfons, ,", Paris","Bonfons, Nicolas",French,          ,          ,,,,1572,1572,1572,,,"Bequest of Mary Strong Shattuck, 1935",,,,,,,,,,,,Books,,http://www.metmuseum.org/art/collection/search/351650,,,"Metropolitan Museum of Art, New York, NY",,,
59.533.2125,False,False,False,852296,,Drawings and Prints,1959,Print,"Dr. Syntax Visits Eaton Hall, Cheshire",,,,,"Second Tour of Dr. Syntax in Search of Consolation, pl. 10",1650957829,Artist|Author, |Related author,Thomas Rowlandson|William Combe,"British, London 1757–1827 London|British, London 1742–1823 London", | ,"Rowlandson, Thomas|Combe, William",British|British,1757      |1742      ,1827      |1823      ,|,http://vocab.getty.edu/page/ulan/500006930|(not assigned),https://www.wikidata.org/wiki/Q318584|https://www.wikidata.org/wiki/Q4229432,[1820] later reissue,1820,1900,Hand-colored etching and aquatint,"Image: 4 3/16 × 7 3/16 in. (10.7 × 18.2 cm)
Sheet: 6 3/16 × 9 3/4 in. (15.7 × 24.8 cm)","The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1959",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/852296,,,"Metropolitan Museum of Art, New York, NY",,,
37.40.10(9),False,False,False,728413,,Drawings and Prints,1937,Print,Design for the Cover of a Cup,,,,,,16364,Artist, ,Jacques Androuet Du Cerceau,"French, Paris 1510/12–1585 Annecy", ,"Du Cerceau, Jacques Androuet",French,1510      ,1585      ,,http://vocab.getty.edu/page/ulan/500008202,https://www.wikidata.org/wiki/Q781934,ca. 1546,1541,1551,Etching,"Sheet: 14 7/8 × 10 9/16 in. (37.8 × 26.8 cm)
Plate (diameter): 6 9/16 in. (16.6 cm)","Harris Brisbane Dick Fund, 1937",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/728413,,,"Metropolitan Museum of Art, New York, NY",,,
59.533.727,False,False,True,811328,,Drawings and Prints,1959,Print,An Irish Compliment,,,,,,7647816509,Publisher|Artist, | ,"Rudolph Ackermann, London|Thomas Rowlandson","British, active 1794–1829|British, London 1757–1827 London", | ,"Ackermann, Rudolph|Rowlandson, Thomas",British|British,1764      |1757      ,1834      |1827      ,|,(not assigned)|http://vocab.getty.edu/page/ulan/500006930,https://www.wikidata.org/wiki/Q70993|https://www.wikidata.org/wiki/Q318584,"April 30, 1800",1800,1800,Etching,"Plate: 9 3/4 × 11 13/16 in. (24.7 × 30 cm)
Sheet: 10 7/16 × 14 3/16 in. (26.5 × 36 cm)","The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1959",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/811328,https://www.wikidata.org/wiki/Q97788724,,"Metropolitan Museum of Art, New York, NY",Satire|Men|Women|Dogs,http://vocab.getty.edu/page/aat/300055934|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300265714,https://www.wikidata.org/wiki/Q128758|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q144
30.4.53,False,False,False,544599,,Egyptian Art,1930,"Facsimile, Amenemhat (TT 82)","Hippopotamus in a Marsh Scene, Tomb of Amenehhat",,Twentieth Century; original New Kingdom,Dynasty 18,reign of Thutmose III,,16397,Artist, ,Charles K. Wilkinson, , ,"Wilkinson, Charles K.", ,1897      ,1986      ,,http://vocab.getty.edu/page/ulan/500328136,https://www.wikidata.org/wiki/Q19997486,A.D. 1922; original -1479–1425 B.C.,-1479,-1425,Tempera on paper,"facsimile: h. 47.5 cm (18 11/16 in); w. 31 cm (12 3/16 in)
scale 1:1
framed: h. 50.8 cm (20 in); w. 34.3 cm (13 1/2 in)","Rogers Fund, 1930",From,,,,Egypt,"Upper Egypt, Thebes",,,,,,,,http://www.metmuseum.org/art/collection/search/544599,,,"Metropolitan Museum of Art, New York, NY",Animals,http://vocab.getty.edu/page/aat/300249525,https://www.wikidata.org/wiki/Q729
17.194.856,False,False,True,250082,168,Greek and Roman Art,1917,Amphora,Terracotta amphora (jar),Roman,Early Imperial,,,,,,,,,,,,,,,,,2nd half of 1st century CE,50,100,Terracotta,"H. 11 3/4 in. (29.8 cm)
diameter  6 3/8 in. (16.2 cm)","Gift of J. Pierpont Morgan, 1917",,,,,,,,,,,,Vases,,http://www.metmuseum.org/art/collection/search/250082,https://www.wikidata.org/wiki/Q116289183,,"Metropolitan Museum of Art, New York, NY",,,
50.602.213,False,False,True,825728,,Drawings and Prints,1950,Print,Magical Print: the devil with a hidden silhouette of Napoleon,,,,,,4673316322,Artist|Subject, | ,Anonymous|Napoléon Bonaparte," |French, Ajaccio 1769–1821 St. Helena",", French or British, 19th century| ","ANONYMOUS|Bonaparte, Napoléon", |French,          |1769      ,          |1821      ,|,|http://vocab.getty.edu/page/ulan/500434783,|https://www.wikidata.org/wiki/Q517,19th century,1800,1900,Hand-colored etching,Sheet: 7 1/8 × 5 3/8 in. (18.1 × 13.7 cm),"The Glenn Tilley Morse Collection, Bequest of Glenn Tilley Morse, 1950",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/825728,,,"Metropolitan Museum of Art, New York, NY",Napoleon I|Devil,http://vocab.getty.edu/page/ulan/500122388|http://vocab.getty.edu/page/aat/300379005,https://www.wikidata.org/wiki/Q517|https://www.wikidata.org/wiki/Q6674
1994.256.51,False,False,False,275195,,Photographs,1994,Negative,"[South Seas: Crew Members on Prow, Aboard the Cressida]",,,,,,16186,Artist, ,Walker Evans,"American, St. Louis, Missouri 1903–1975 New Haven, Connecticut", ,"Evans, Walker",American,1903      ,1975      ,,http://vocab.getty.edu/page/ulan/500012076,https://www.wikidata.org/wiki/Q363308,1932,1932,1932,Film negative,6 1/2 x 8 1/2 in.,"Walker Evans Archive, 1994",,,,,,,,,,,,Negatives,"© Walker Evans Archive, The Metropolitan Museum of Art",http://www.metmuseum.org/art/collection/search/275195,,,"Metropolitan Museum of Art, New York, NY",Men|Boats,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300178749,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q35872
"Burdick 537, W608.6.11",False,False,False,821801,,Drawings and Prints,1963,Print,De Witt Clinton Train from Story of Transportation Educational Pictures (W608-6),,,,,,,,,,,,,,,,,,,ca. 1950–55,1950,1955,Commercial color photolithograph,Sheet: 2 7/8 × 4 1/2 in. (7.3 × 11.4 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",,,,,,,,,,,,Prints|Ephemera,,http://www.metmuseum.org/art/collection/search/821801,,,"Metropolitan Museum of Art, New York, NY",,,
41.1.144,False,False,False,408868,,Drawings and Prints,1941,Print,Portrait of Hieronymus Schurstab,,,,,,16553,Artist, ,Hanns Lautensack,"German, Bamberg (?) ca. 1520–1564/66 Vienna", ,"Lautensack, Hanns",German,1515      ,1566      ,,http://vocab.getty.edu/page/ulan/500021904,https://www.wikidata.org/wiki/Q1392217,1554,1554,1554,Etching,Sheet: 7 7/8 x 11 5/16 in. (20 x 28.7 cm),"Gift of Felix M. Warburg and family, 1941",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/408868,,,"Metropolitan Museum of Art, New York, NY",,,
63.350.213.152.187,False,False,False,419347,,Drawings and Prints,1963,Photograph,"Hellen Russel, from the Photos from Life series (N152) for Duke's Preferred Stock Cigarettes.",,,,,,10567,Publisher,Issued by,"W. Duke, Sons & Co.","New York and Durham, N.C.", ,"Duke, W. Sons & Co.",American,1870      ,1920      ,,(not assigned),https://www.wikidata.org/wiki/Q66734555,ca. 1895,1888,1899,Albumen photograph,Sheet: 2 3/4 x 2 3/4 in. (7 x 7 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",,,,,,,,,,,,Photographs|Ephemera,,http://www.metmuseum.org/art/collection/search/419347,,,"Metropolitan Museum of Art, New York, NY",,,
2014.555.10,False,False,False,654474,,Photographs,2014,Photographs,"[Dutch Children, Ellis Island, New York]",,,,,,17746,Artist, ,Augustus Frederick Sherman,"American, Lynn, Pennsylvania 1865–1925 New York", ,"Sherman, Augustus Frederick",American,1865-07-09,1925-02-16,,http://vocab.getty.edu/page/ulan/500338627,https://www.wikidata.org/wiki/Q770400,"1905–1917, printed later",1905,1920,Gelatin silver print,"Image: 4 13/16 × 3 7/8 in. (12.3 × 9.9 cm)
Sheet: 5 in. × 4 1/16 in. (12.7 × 10.3 cm)","The Horace W. Goldsmith Foundation Fund, through Joyce and Robert Menschel, 2014",,,,,,,,,,,,Photographs,,http://www.metmuseum.org/art/collection/search/654474,,,"Metropolitan Museum of Art, New York, NY",Children,http://vocab.getty.edu/page/aat/300025945,https://www.wikidata.org/wiki/Q7569
02.5.42,False,False,True,444878,,Islamic Art,1902,Dish,Dish,,,,,,,,,,,,,,,,,,,late 16th century,1575,1599,Earthenware; glazed,Diam. 8 in. (20.3 cm),"Gift of William B. Osgood Field, 1902",Attributed to,Iznik,,,Turkey,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/444878,,,"Metropolitan Museum of Art, New York, NY",Flowers|Leaves,http://vocab.getty.edu/page/aat/300132399|http://vocab.getty.edu/page/aat/300011892,https://www.wikidata.org/wiki/Q506|https://www.wikidata.org/wiki/Q33971
53.512.1,False,False,True,811455,,Drawings and Prints,1953,Print,"The Blossoming of Aaron's Rod, from Old and New Testaments",,,,,,16523,Artist, ,Augustin Hirschvogel,"German, Nuremberg 1503–1553 Vienna", ,"Hirschvolgel, Augustin",German,1503      ,1553      ,,http://vocab.getty.edu/page/ulan/500011339,https://www.wikidata.org/wiki/Q707101,1550,1550,1550,Etching,Sheet: 4 13/16 × 5 7/8 in. (12.2 × 15 cm),"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1953",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/811455,,,"Metropolitan Museum of Art, New York, NY",,,
32.106.48,False,False,True,197294,,European Sculpture and Decorative Arts,1932,Baluster,Baluster,British,,,,,,,,,,,,,,,,,,first half 18th century,1700,1750,Deal,Height: 29 3/8 in. (74.6 cm),"Rogers Fund, 1932",,,,,,,,,,,,Woodwork,,http://www.metmuseum.org/art/collection/search/197294,,,"Metropolitan Museum of Art, New York, NY",,,
63.350.615.412.461,False,False,False,778052,,Drawings and Prints,1963,Print,"Charles ""Buck"" Jones in ""Hell's Hole"" from Western Stars or Scenes Exhibit Cards series (W412)",,,,,,,,,,,,,,,,,,,ca. 1923,1923,1930,Commercial color photolithograph,Sheet: 5 3/8 × 3 3/8 in. (13.6 × 8.5 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",,,,,,,,,,,,Prints|Ephemera,,http://www.metmuseum.org/art/collection/search/778052,,,"Metropolitan Museum of Art, New York, NY",Cinema|Men|Actors,http://vocab.getty.edu/page/aat/300054141|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300025658,https://www.wikidata.org/wiki/Q11424|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q33999
WW.341,False,False,True,648496,,Drawings and Prints,,Print,The Aeroplegasus (Anzani Engines) (Der Aeroplegasus (Motor Anzani)),,,,,,7868116272,Artist|Publisher, | ,Moriz Jung|Wiener Werkstätte,Austrian (born Czechoslovakia) Moravia 1885–1915 Manilowa (Carpathians)| , | ,"Jung, Moriz|Wiener Werkstätte",Austrian| ,1885      |          ,1915      |          ,|,http://vocab.getty.edu/page/ulan/500123693|http://vocab.getty.edu/page/ulan/500268774,https://www.wikidata.org/wiki/Q1948189|https://www.wikidata.org/wiki/Q241338,1911,1911,1911,Color lithograph,Sheet: 5 1/2 × 3 9/16 in. (14 × 9 cm),"Museum Accession, transferred from the Library",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/648496,,,"Metropolitan Museum of Art, New York, NY",Men|Women|Mythical Creatures,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300375725,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q2239243
23.112.1531,False,False,True,379598,,Drawings and Prints,1923,Drawing,"Design for Vis-à-vis/ Caleche, no. 850",,,,,,16517,Manufacturer, ,Brewster & Co.,"American, New York", ,Brewster & Co.,American,          ,          ,,,,1850–70,1850,1870,"Graphite, pen and black ink, watercolor and gouache",5 13/16 x 9 1/8 in. (14.8 x 23.2 cm),"Gift of William Brewster, 1923",,,,,,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/379598,,,"Metropolitan Museum of Art, New York, NY",Carriages,http://vocab.getty.edu/page/aat/300185335,https://www.wikidata.org/wiki/Q235356
59.500.578(4),False,False,False,424448,,Drawings and Prints,1959,Print,"Vignette on page 60 of Volume XI, from the Poinçot Edition of Emile ou de l'Education par J.-J. Rousseau Citoyen de Genèvre, part of Oeuvres Complètes de J. J. Rousseau.  Nouvelle Edition classée par ordre de Matières (avec des Notes par Mercier, l'abbè Brizard et De L'Aulnaye). Paris. Poinçot 1789-1793.",,,,,"Poinçot Edition of Emile ou de l'Education par J.-J. Rousseau Citoyen de Genèvre, part of Oeuvres Complètes de J. J. Rousseau.  Nouvelle Edition classée par ordre de Matières (avec des Notes par Mercier, l'abbè Brizard et De L'Aulnaye). Paris. Poinçot 1789-1793.",1637757779210611710615,Artist|Author|Publisher|Artist,After| | | ,"Jean Michel Moreau the Younger|Jean Jacques Rousseau|Poinçot, Paris|Marguerite Ponce","French, Paris 1741–1814 Paris|Swiss, Geneva 1712–1778 Ermenonville| |French, 1745–1800", | | | ,"Moreau, Jean Michel, the Younger|Rousseau, Jean Jacques|Poinçot, Paris|Ponce, Marguerite",French|Swiss| |French,1741      |1712      |          |1745      ,1814      |1778      |          |1800      ,|||,http://vocab.getty.edu/page/ulan/500028967|||,https://www.wikidata.org/wiki/Q321972|||,ca. 1789–93,1784,1798,Etching and engraving; first state of three (Bocher),Sheet: 7 13/16 × 4 13/16 in. (19.8 × 12.3 cm),"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1959",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/424448,,,"Metropolitan Museum of Art, New York, NY",,,
X.351.5,False,False,False,561227,130,Egyptian Art,,"Amulet, Wedjat eye",Wedjat eye amulet,,Late Period,Dynasty 26–30,,,,,,,,,,,,,,,,664–332 B.C.,-664,-343,Faience,,Museum Accession,From,,,,Egypt,,,,,,,,,http://www.metmuseum.org/art/collection/search/561227,https://www.wikidata.org/wiki/Q116438237,,"Metropolitan Museum of Art, New York, NY",,,
